tconst,primaryTitle,startYear,averageRating,numVotes,genre_score,movie_writer_quality,movie_actor_score,budget,director_quality,top_3_actor_scores
tt14591464,The Exchange 3,2021,7.4,11,5.807406297652405,7.400000095367432,8.375315531279606,40568748.73810671,7.400000095367432,431.0
tt11860412,Texas Death Trippin Ax-Tended Cut,2020,2.7,26,4.975293835433215,4.722222222222222,4.768741410519582,16298415.350626118,3.7625000178813934,18911.0
tt16749564,João Gabriel: The Last Day of Summer,2021,8.0,5,7.213336372265705,5.0,5.0,4388240.25,8.0,5781.333333333333
tt9174986,Istasyon,2020,3.4,26,5.934379375043728,3.00000003973643,5.0,25411765.758938257,3.00000003973643,13979.666666666666
tt15387224,Shivaji Surathkal 2,2023,6.7,600,5.799747593758131,6.799999833106995,8.530846853481703,26013402.77075604,6.8999998569488525,6530.0
tt28236368,Yannick,2023,7.0,7206,6.054422441401912,6.599999984105428,7.547343252135019,25369272.771426857,6.599999984105428,4926.666666666667
tt27349553,Yalakunni,2024,8.8,167,5.97361481336043,8.800000190734863,9.086380495820272,25171932.29877474,8.800000190734863,4176.333333333333
tt15323738,Czas na pogode,2022,5.3,17,6.222950643159742,5.300000190734863,6.461066434759226,22449168.97011252,5.300000190734863,1560.0
tt11027850,Hacked,2020,4.4,1845,5.606572668611012,5.1333333651224775,5.586476842552879,28614196.00792752,4.774999976158142,16174.333333333334
tt33481564,Water for Life,2023,8.4,9,7.213336372265705,8.399999618530273,7.931170991322151,4388240.25,8.399999618530273,16666.666666666668
tt33481564,Water for Life,2023,8.4,9,7.213336372265705,8.399999618530273,7.931170991322151,4388240.25,8.399999618530273,16666.666666666668
tt27648500,Jomblo Fi Sabilillah,2023,9.1,50,6.064388686742614,7.866666899787056,10.639344624021891,23902569.33116583,7.400000254313151,3935.6666666666665
tt27510542,Love Agent,2023,8.3,28,6.084321177424017,8.300000190734863,8.657393348982227,20969162.450643778,8.300000190734863,3925.0
tt13709012,My Dying Heart,2023,6.4,10,5.599122239296479,5.916666746139526,6.971612780870986,19373792.16036932,5.433333396911621,1613.0
tt13614196,The Mire,2023,7.8,33,5.914761655885377,6.0,9.17589129366116,25531682.48902002,7.800000190734863,3994.6666666666665
tt21812034,The Untold Truth: Diana and Dodi,2022,6.8,8,7.213336372265705,6.233333303814843,7.798367836859247,4388240.25,6.3285713990529375,9666.666666666666
tt11771626,Numbers,2020,5.4,256,5.772866177563106,6.0,7.24932035338319,39847346.49727848,6.525000055631002,1238.6666666666667
tt20216968,Wrist Lock: The Martial Arts' Influence on Police Use of Force,2022,8.8,14,7.213336372265705,9.300000190734863,7.212501276773654,4388240.25,9.300000190734863,10333.333333333334
tt29315015,September Says,2024,6.3,486,6.222950643159742,6.300000190734863,6.426419381079837,22449168.97011252,6.300000190734863,252.66666666666666
tt32576588,Bocchi the Rock! Re: Re:,2024,7.9,108,6.147113815119622,7.012500047683716,8.334850910771948,38583818.66019204,7.700000047683716,3945.6666666666665
tt15427936,Jaalbandi,2022,8.2,564,6.222950643159742,7.8749998807907104,7.990306950053156,22449168.97011252,8.199999809265137,648.6666666666666
tt23576328,Legend of Paul Pry,2022,3.4,18,4.975293835433215,5.657142911638532,5.67746207866084,16298415.350626118,5.825000047683716,3576.3333333333335
tt13347018,Bigfoot or Bust,2022,2.1,315,5.885894239644082,3.0,3.531070785645364,28289376.5727412,3.333333333333333,17666.666666666668
tt15482724,Guwahati Diaries,2022,7.8,24,6.222950643159742,7.800000190734863,9.090893128004629,22449168.97011252,7.800000190734863,14333.333333333334
tt22688146,A Nashville Country Christmas,2022,7.3,109,6.097361703018362,6.600000063578288,7.798063014486633,32869436.19342289,7.300000190734863,4110.666666666667
tt31463334,Don't Look Back... I Know Your Origins,2024,4.4,85,5.466973934449058,5.0,6.027042042327067,23055563.78803984,4.850000143051148,9666.666666666666
tt21958136,The Wasp,2024,6.1,4723,5.606572668611012,6.099999904632568,6.899141835111896,28614196.00792752,6.099999904632568,220.66666666666666
tt21958136,The Wasp,2024,6.1,4723,5.606572668611012,6.099999904632568,6.899141835111896,28614196.00792752,6.099999904632568,220.66666666666666
tt24327754,7 Beats Per Minute,2024,7.8,16,7.213336372265705,7.800000190734863,5.0,4388240.25,7.800000190734863,15333.333333333334
tt16153564,The Melon Heads: House of Crow,2024,6.5,28,4.975293835433215,4.800000031789144,7.462216540798236,16298415.350626118,4.800000031789144,4333.333333333333
tt31923508,Himalaya,2024,3.2,397,4.975293835433215,3.800000031789144,4.309907225665923,16298415.350626118,3.800000031789144,23333.333333333332
tt4435664,Shot in the Dark,2021,3.5,172,5.599122239296479,3.5,5.0684638967908535,19373792.16036932,3.5,5312.0
tt9319544,Bury Me Twice,2022,6.9,255,5.352106095546972,6.28333338101705,6.139034289992129,34573268.12704917,5.066666762034099,327.0
